Ship,Class,Estimated Ship Slot Count,Machine ID,Manufacturer,Machine Title,Variant,Family,Bank,Seat In Bank,Confidence,Status,AP Visibility Score,Source Basis,Whitelist Rule
Wonder of the Seas,Oasis,440,W-335,Konami,San Fa,Rabbits,Video Slot,SAN-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-336,IGT,Wheel of Fortune,4D,Video Slot,WHE-02,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-337,Light & Wonder,Quick Hit,Wild Red Free Games Fever,Video Slot,QUI-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-338,Modeled from user list,Lady of Athens,Standard,Video Slot,LAD-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-339,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-02,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-340,Aristocrat,Spooky Link,Mo' Spins / Mo' Symbols,Link,SPO-01,3,62,Modeled from whitelist,10,User list / visual ID,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-341,Light & Wonder,Prosperity Link,Standard,Link,PRO-01,3,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-342,Aristocrat,Lightning Link,Magic Pearl,Link,LIG-02,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-343,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-02,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-344,Aristocrat,Mighty Cash,Ultra 88,Link,MIG-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-345,Light & Wonder,Dancing Drums,Prosperity,Video Slot,DAN-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-346,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-02,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-347,Light & Wonder,Big Hot Flaming Pots,Mr. Lee,Video Slot,BIG-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-348,Light & Wonder,Duo Fu Duo Cai,5 Treasures,Video Slot,DUO-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-349,Light & Wonder,Rakin' Bacon Deluxe,Standard,Video Slot,RAK-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-350,IGT,Back to the Future,Back in Time,Licensed,BAC-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-351,IGT,Cosmic Cat,Standard,Video Slot,COS-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-352,Modeled from user list,Aladdin,Magic Quest,Licensed,ALA-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-353,Novomatic,Book of Ra Deluxe,Standard,Video Slot,BOO-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-354,Modeled from user list,Day of the Dead,Standard,Video Slot,DAY-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-355,Konami,Phoenix Link,General Tso,Link,PHO-02,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-356,Aristocrat,Dragon Link,Spring Festival,Link,DRA-02,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-357,Light & Wonder,Ultimate Fire Link,Olvera Street,Link,ULT-01,3,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-358,Aristocrat,Lightning Link,High Stakes,Link,LIG-01,4,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-359,Light & Wonder,Lock It Link,Nightlife,Link,LOC-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-360,Light & Wonder,Huff N Puff,Original,Feature Slot,HUF-02,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-361,Aristocrat,Bao Zhu Zhao Fu,Ignite,Video Slot,BAO-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-362,Light & Wonder,Coin Combo,Marvelous Mouse,Video Slot,COI-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-363,Light & Wonder,Flaming Hot Pots,Mr. Lee,Video Slot,FLA-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-364,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-02,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-365,Light & Wonder,Rising Rockets,Standard,Video Slot,RIS-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-366,Konami,Dragon's Law,Twin Fever,Video Slot,DRA-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-367,WMS / Light & Wonder,Beer Haus,Standard,Video Slot,BEE-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-368,WMS / Light & Wonder,Lord of the Rings,Return of the King,Licensed,LOR-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-369,Modeled from user list,Underdog,Standard,Video Slot,UND-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-370,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-05,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-371,Konami,Phoenix Link,Wisdom,Link,PHO-01,4,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-372,Light & Wonder,Ultimate Fire Link,China Street,Link,ULT-01,3,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-373,Light & Wonder,Lock It Link,Piggy Bankin',Link,LOC-01,3,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-374,Modeled from user list,Lion Link,Standard,Link,LIO-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-375,Light & Wonder,Lock It Link,Eureka Reel Blast,Link,LOC-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-376,Light & Wonder,Coin Combo,Hurricane Horse,Video Slot,COI-01,3,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-377,Light & Wonder,Bao Zhu Zhao Fu,Firecrackers / Rockets,Video Slot,BAO-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-378,Aristocrat,Coin Trio,Piggy Burst,Video Slot,COI-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-379,Light & Wonder,88 Fortunes,Standard,Video Slot,88 -01,3,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-380,Light & Wonder,Mystery of the Lamp,Standard,Video Slot,MYS-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-381,Konami,All Aboard,Gold Express,Video Slot,ALL-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-382,Konami,San Fa,Pandas,Video Slot,SAN-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-383,Aristocrat,Regal Riches,Standard,Video Slot,REG-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-384,Light & Wonder,Monopoly,Various,Licensed,MON-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-385,Modeled from user list,Betti the Yetti,Standard,Video Slot,BET-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-386,Aristocrat,Dragon Link,Panda Magic,Link,DRA-02,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-387,Aristocrat,Spooky Link,Go Ghost,Link,SPO-01,3,62,Modeled from whitelist,10,User list / visual ID,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-388,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-02,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-389,Aristocrat,Lightning Link,Heart Throb,Link,LIG-02,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-390,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-02,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-391,Bluberi,Lock It Link,Piggy Bank / One Hell of a Game,Link,LOC-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-392,Light & Wonder,Dancing Drums,Explosion,Video Slot,DAN-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-393,Aristocrat,Mo Mummy,Spooky Mummy and Yeti,Video Slot,MO -01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-394,IGT,Cats Wild Serengeti,Standard,Video Slot,CAT-01,3,62,Modeled from whitelist,8,User list / visual ID,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-395,Light & Wonder,Duo Fu Duo Cai,Dragons,Video Slot,DUO-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-396,Aristocrat,Wonder 4 Tower,Standard,Video Slot,WON-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-397,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-02,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-398,Light & Wonder,Jade Tree,Standard,Video Slot,JAD-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-399,Konami,China Shores,Standard,Video Slot,CHI-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-400,Light & Wonder,Lucky Leprechauns,Standard,Video Slot,LUC-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-401,Modeled from user list,Kingdom of the Titans,Standard,Video Slot,KIN-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-402,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-02,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-403,Aristocrat,Dragon Link,Genghis Khan,Link,DRA-02,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-404,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-02,2,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-405,Aristocrat,Lightning Link,Happy Lantern,Link,LIG-01,4,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-406,Light & Wonder,Fire Link,Islands Rising,Link,FIR-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-407,Aristocrat,Mighty Cash,Fa Fa Fa,Link,MIG-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-408,Light & Wonder,Dancing Drum Towers,Standard,Video Slot,DAN-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-409,Aristocrat,Buffalo Ascension,Standard,Video Slot,BUF-02,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-410,Light & Wonder,Big Hot Flaming Pots,Ms. Wong,Video Slot,BIG-01,3,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-411,Light & Wonder,Money Gong,Standard,Video Slot,MON-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-412,Light & Wonder,Rich Little Hens,Standard,Video Slot,RIC-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-413,Konami,Dragon's Law,Standard,Video Slot,DRA-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-414,Light & Wonder,Mighty Monkey,Standard,Video Slot,MIG-01,3,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-415,Modeled from user list,Alice,Enchanted Mirror,Licensed,ALI-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-416,Modeled from user list,Timber Wolves,Standard,Video Slot,TIM-01,3,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Wonder of the Seas,Oasis,440,W-417,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-02,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
